DictionaryHumanName,DimensionHumanName,LanguageCode
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.1 GENERAL INTERSOCIAL VOLITION/774 COMPULSION,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.1 GENERAL INTERSOCIAL VOLITION/775 MASTER,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.1 GENERAL INTERSOCIAL VOLITION/776 SERVANT,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.1 GENERAL INTERSOCIAL VOLITION/777 SCEPTER,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.1 GENERAL INTERSOCIAL VOLITION/778 FREEDOM,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.1 GENERAL INTERSOCIAL VOLITION/779 SUBJECTION,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.1 GENERAL INTERSOCIAL VOLITION/780 LIBERATION,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.1 GENERAL INTERSOCIAL VOLITION/781 RESTRAINT,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.1 GENERAL INTERSOCIAL VOLITION/782 PRISON,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.1 GENERAL INTERSOCIAL VOLITION/783 KEEPER,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.1 GENERAL INTERSOCIAL VOLITION/784 PRISONER,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.1 GENERAL INTERSOCIAL VOLITION/785 COMMISSION,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.1 GENERAL INTERSOCIAL VOLITION/786 ABROGATION,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.1 GENERAL INTERSOCIAL VOLITION/787 RESIGNATION,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.1 GENERAL INTERSOCIAL VOLITION/788 CONSIGNEE,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.1 GENERAL INTERSOCIAL VOLITION/789 DEPUTY,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.2 SPECIAL INTERSOCIAL VOLITION/790 PERMISSION,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.2 SPECIAL INTERSOCIAL VOLITION/791 PROHIBITION,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.2 SPECIAL INTERSOCIAL VOLITION/792 CONSENT,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.2 SPECIAL INTERSOCIAL VOLITION/793 OFFER,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.2 SPECIAL INTERSOCIAL VOLITION/794 REFUSAL,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.2 SPECIAL INTERSOCIAL VOLITION/795 REQUEST,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.2 SPECIAL INTERSOCIAL VOLITION/796 DEPRECATION,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.2 SPECIAL INTERSOCIAL VOLITION/797 PETITIONER,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.3 CONDITIONAL INTERSOCIAL VOLITION/798 PROMISE,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.3 CONDITIONAL INTERSOCIAL VOLITION/799 RELEASE FROM ENGAGEMENT,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.3 CONDITIONAL INTERSOCIAL VOLITION/800 COMPACT,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.3 CONDITIONAL INTERSOCIAL VOLITION/801 CONDITIONS,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.3 CONDITIONAL INTERSOCIAL VOLITION/802 SECURITY,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.3 CONDITIONAL INTERSOCIAL VOLITION/803 OBSERVANCE,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.3 CONDITIONAL INTERSOCIAL VOLITION/804 NONOBSERVANCE,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.3 CONDITIONAL INTERSOCIAL VOLITION/805 COMPROMISE,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.1 PROPERTY IN GENERAL/806 ACQUISITION,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.1 PROPERTY IN GENERAL/807 LOSS,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.1 PROPERTY IN GENERAL/808 POSSESSION,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.1 PROPERTY IN GENERAL/809 EXEMPTION,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.1 PROPERTY IN GENERAL/810 PARTICIPATION,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.1 PROPERTY IN GENERAL/811 POSSESSOR,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.1 PROPERTY IN GENERAL/812 PROPERTY,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.1 PROPERTY IN GENERAL/813 RETENTION,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.1 PROPERTY IN GENERAL/814 RELINQUISHMENT,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.2 TRANSFER OF PROPERTY/815 TRANSFER,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.2 TRANSFER OF PROPERTY/816 GIVING,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.2 TRANSFER OF PROPERTY/817 RECEIVING,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.2 TRANSFER OF PROPERTY/818 APPORTIONMENT,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.2 TRANSFER OF PROPERTY/819 LENDING,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.2 TRANSFER OF PROPERTY/820 BORROWING,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.2 TRANSFER OF PROPERTY/821 TAKING,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.2 TRANSFER OF PROPERTY/822 RESTITUTION,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.2 TRANSFER OF PROPERTY/823 STEALING,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.2 TRANSFER OF PROPERTY/824 THIEF,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.2 TRANSFER OF PROPERTY/825 BOOTY,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.3 INTERCHANGE OF PROPERTY/826 BARTER,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.3 INTERCHANGE OF PROPERTY/827 PURCHASE,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.3 INTERCHANGE OF PROPERTY/828 SALE,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.3 INTERCHANGE OF PROPERTY/829 MERCHANT,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.3 INTERCHANGE OF PROPERTY/830 MERCHANDISE,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.3 INTERCHANGE OF PROPERTY/831 MART,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.3 INTERCHANGE OF PROPERTY/832 STOCK MARKET,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.3 INTERCHANGE OF PROPERTY/833 SECURITIES,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/834 MONEY,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/835 TREASURER,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/836 TREASURY,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/837 WEALTH,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/838 POVERTY,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/839 CREDIT,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/840 DEBT,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/841 PAYMENT,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/842 NONPAYMENT,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/843 EXPENDITURE,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/844 RECEIPT,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/845 ACCOUNTS,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/846 PRICE,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/847 VALUE,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/848 WORTHLESSNESS,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/849 DISCOUNT,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/850 DEARNESS,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/851 CHEAPNESS,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/852 LIBERALITY,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/853 ECONOMY,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/854 GREED,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/855 PRODIGALITY,eng
Roget's Thesaurus 1911 Edition,CLASS V - VOLONTARY POWERS/5.2 INTERSOCIAL VOLITION SECTION/5.2.4 POSSESSIVE RELATIONS/5.2.4.4 MONETARY RELATIONS/856 PARSIMONY,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.1 AFFECTIONS IN GENERAL/857 AFFECTIONS,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.1 AFFECTIONS IN GENERAL/858 FEELING,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.1 AFFECTIONS IN GENERAL/859 SENSIBILITY,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.1 AFFECTIONS IN GENERAL/860 INSENSIBILITY,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.1 AFFECTIONS IN GENERAL/861 EXCITATION,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.1 AFFECTIONS IN GENERAL/862 EXCITABILITY,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.1 AFFECTIONS IN GENERAL/863 INEXCITABILITY,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.1 PASSIVE AFFECTIONS/864 PLEASURE,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.1 PASSIVE AFFECTIONS/865 PAIN,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.1 PASSIVE AFFECTIONS/866 PLEASURABLENESS,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.1 PASSIVE AFFECTIONS/867 PAINFULNESS,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.1 PASSIVE AFFECTIONS/868 CONTENT,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.1 PASSIVE AFFECTIONS/869 DISCONTENT,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.1 PASSIVE AFFECTIONS/870 REGRET,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.1 PASSIVE AFFECTIONS/871 RELIEF,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.1 PASSIVE AFFECTIONS/872 AGGRAVATION,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.1 PASSIVE AFFECTIONS/873 CHEERFULNESS,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.1 PASSIVE AFFECTIONS/874 DEJECTION,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.1 PASSIVE AFFECTIONS/875 REJOICING,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.1 PASSIVE AFFECTIONS/876 LAMENTATION,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.1 PASSIVE AFFECTIONS/877 AMUSEMENT,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.1 PASSIVE AFFECTIONS/878 WEARINESS,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.1 PASSIVE AFFECTIONS/879 WIT,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.1 PASSIVE AFFECTIONS/880 DULLNESS,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.1 PASSIVE AFFECTIONS/881 HUMORIST,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.2 DISCRIMINATIVE AFFECTIONS/882 BEAUTY,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.2 DISCRIMINATIVE AFFECTIONS/883 UGLINESS,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.2 DISCRIMINATIVE AFFECTIONS/884 ORNAMENT,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.2 DISCRIMINATIVE AFFECTIONS/885 JEWELRY,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.2 DISCRIMINATIVE AFFECTIONS/886 BLEMISH,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.2 DISCRIMINATIVE AFFECTIONS/887 SIMPLICITY,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.2 DISCRIMINATIVE AFFECTIONS/888 TASTE,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.2 DISCRIMINATIVE AFFECTIONS/889 VULGARITY,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.2 DISCRIMINATIVE AFFECTIONS/890 FASHION,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.2 DISCRIMINATIVE AFFECTIONS/891 RIDICULOUSNESS,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.2 DISCRIMINATIVE AFFECTIONS/892 FOP,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.2 DISCRIMINATIVE AFFECTIONS/893 AFFECTATION,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.2 DISCRIMINATIVE AFFECTIONS/894 RIDICULE,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.2 DISCRIMINATIVE AFFECTIONS/895 LAUGHINGSTOCK,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.3 PROSPECTIVE AFFECTIONS/896 HOPE,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.3 PROSPECTIVE AFFECTIONS/897 HOPELESSNESS,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.3 PROSPECTIVE AFFECTIONS/898 FEAR,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.3 PROSPECTIVE AFFECTIONS/899 COURAGE,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.3 PROSPECTIVE AFFECTIONS/900 COWARDICE,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.3 PROSPECTIVE AFFECTIONS/901 RASHNESS,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.3 PROSPECTIVE AFFECTIONS/902 CAUTION,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.3 PROSPECTIVE AFFECTIONS/903 DESIRE,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.3 PROSPECTIVE AFFECTIONS/904 INDIFFERENCE,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.3 PROSPECTIVE AFFECTIONS/905 DISLIKE,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.3 PROSPECTIVE AFFECTIONS/906 FASTIDIOUSNESS,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.3 PROSPECTIVE AFFECTIONS/907 SATIETY,eng
Roget's Thesaurus 1911 Edition,CLASS VI - SENTIMENT AND MORAL POWERS/6.2 PERSONAL AFFECTIONS/6.2.4 CONTEMPLATIVE AFFECTIONS/908 WONDER,eng
